iso3,country_wdi,indicator,value
NRU,Nauru,SP.POP.TOTL,11801.0
NPL,Nepal,SP.POP.TOTL,29715436.0
NLD,Netherlands,SP.POP.TOTL,17700982.0
NCL,New Caledonia,SP.POP.TOTL,287123.0
NZL,New Zealand,SP.POP.TOTL,5081700.0
NIC,Nicaragua,SP.POP.TOTL,6730654.0
NER,Niger,SP.POP.TOTL,25311973.0
NGA,Nigeria,SP.POP.TOTL,223150896.0
MKD,North Macedonia,SP.POP.TOTL,1831712.0
MNP,Northern Mariana Islands,SP.POP.TOTL,46078.0
NOR,Norway,SP.POP.TOTL,5457127.0
OMN,Oman,SP.POP.TOTL,4730226.0
PAK,Pakistan,SP.POP.TOTL,243700667.0
PLW,Palau,SP.POP.TOTL,17759.0
PAN,Panama,SP.POP.TOTL,4400773.0
PNG,Papua New Guinea,SP.POP.TOTL,10203169.0
PRY,Paraguay,SP.POP.TOTL,6760464.0
PER,Peru,SP.POP.TOTL,33475438.0
PHL,Philippines,SP.POP.TOTL,113964338.0
POL,Poland,SP.POP.TOTL,36821749.0
PRT,Portugal,SP.POP.TOTL,10434332.0
PRI,Puerto Rico (US),SP.POP.TOTL,3220137.0
QAT,Qatar,SP.POP.TOTL,2657333.0
ROU,Romania,SP.POP.TOTL,19048502.0
RUS,Russian Federation,SP.POP.TOTL,144236933.0
RWA,Rwanda,SP.POP.TOTL,13651030.0
WSM,Samoa,SP.POP.TOTL,215261.0
SMR,San Marino,SP.POP.TOTL,33755.0
STP,Sao Tome and Principe,SP.POP.TOTL,226305.0
SAU,Saudi Arabia,SP.POP.TOTL,32175224.0
SEN,Senegal,SP.POP.TOTL,17651103.0
SRB,Serbia,SP.POP.TOTL,6664449.0
SYC,Seychelles,SP.POP.TOTL,119878.0
SLE,Sierra Leone,SP.POP.TOTL,8276807.0
SGP,Singapore,SP.POP.TOTL,5637022.0
SXM,Sint Maarten (Dutch part),SP.POP.TOTL,42139.0
SVK,Slovak Republic,SP.POP.TOTL,5431752.0
SVN,Slovenia,SP.POP.TOTL,2112076.0
SLB,Solomon Islands,SP.POP.TOTL,781066.0
SOM,"Somalia, Fed. Rep.",SP.POP.TOTL,17801897.0
ZAF,South Africa,SP.POP.TOTL,62378410.0
SSD,South Sudan,SP.POP.TOTL,11021177.0
ESP,Spain,SP.POP.TOTL,47786102.0
LKA,Sri Lanka,SP.POP.TOTL,22181000.0
KNA,St. Kitts and Nevis,SP.POP.TOTL,46709.0
LCA,St. Lucia,SP.POP.TOTL,178781.0
MAF,St. Martin (French part),SP.POP.TOTL,28870.0
VCT,St. Vincent and the Grenadines,SP.POP.TOTL,102046.0
SDN,Sudan,SP.POP.TOTL,49383346.0
SUR,Suriname,SP.POP.TOTL,623164.0
SWE,Sweden,SP.POP.TOTL,10486941.0
CHE,Switzerland,SP.POP.TOTL,8777088.0
SYR,Syrian Arab Republic,SP.POP.TOTL,22462173.0
TJK,Tajikistan,SP.POP.TOTL,10182222.0
TZA,Tanzania,SP.POP.TOTL,64711821.0
THA,Thailand,SP.POP.TOTL,71735329.0
TLS,Timor-Leste,SP.POP.TOTL,1369295.0
TGO,Togo,SP.POP.TOTL,9089738.0
TON,Tonga,SP.POP.TOTL,105042.0
TTO,Trinidad and Tobago,SP.POP.TOTL,1365805.0
TUN,Tunisia,SP.POP.TOTL,12119334.0
TUR,Turkiye,SP.POP.TOTL,84979913.0
TKM,Turkmenistan,SP.POP.TOTL,7230193.0
TCA,Turks and Caicos Islands,SP.POP.TOTL,45847.0
TUV,Tuvalu,SP.POP.TOTL,9992.0
UGA,Uganda,SP.POP.TOTL,47312719.0
UKR,Ukraine,SP.POP.TOTL,41048766.0
ARE,United Arab Emirates,SP.POP.TOTL,10074977.0
GBR,United Kingdom,SP.POP.TOTL,67604000.0
USA,United States,SP.POP.TOTL,334017321.0
URY,Uruguay,SP.POP.TOTL,3390913.0
UZB,Uzbekistan,SP.POP.TOTL,34938955.0
VUT,Vanuatu,SP.POP.TOTL,313046.0
VEN,"Venezuela, RB",SP.POP.TOTL,28213017.0
VNM,Viet Nam,SP.POP.TOTL,99680655.0
VIR,Virgin Islands (U.S.),SP.POP.TOTL,105413.0
PSE,West Bank and Gaza,SP.POP.TOTL,5043612.0
YEM,"Yemen, Rep.",SP.POP.TOTL,38222876.0
ZMB,Zambia,SP.POP.TOTL,20152938.0
ZWE,Zimbabwe,SP.POP.TOTL,16069056.0
AFE,Africa Eastern and Southern,SP.URB.TOTL.IN.ZS,37.3605781096471
AFW,Africa Western and Central,SP.URB.TOTL.IN.ZS,51.6816941134779
ARB,Arab World,SP.URB.TOTL.IN.ZS,59.3339325148117
CSS,Caribbean small states,SP.URB.TOTL.IN.ZS,50.1314448681558
CEB,Central Europe and the Baltics,SP.URB.TOTL.IN.ZS,61.5935240282645
EAR,Early-demographic dividend,SP.URB.TOTL.IN.ZS,46.6969243405166
EAS,East Asia & Pacific,SP.URB.TOTL.IN.ZS,63.6828244393002
EAP,East Asia & Pacific (excluding high income),SP.URB.TOTL.IN.ZS,60.8593968560328
TEA,East Asia & Pacific (IDA & IBRD countries),SP.URB.TOTL.IN.ZS,60.8301827838521
EMU,Euro area,SP.URB.TOTL.IN.ZS,77.1544577812445
ECS,Europe & Central Asia,SP.URB.TOTL.IN.ZS,73.7292682667978
ECA,Europe & Central Asia (excluding high income),SP.URB.TOTL.IN.ZS,68.1628939259503
TEC,Europe & Central Asia (IDA & IBRD countries),SP.URB.TOTL.IN.ZS,68.9112783282391
EUU,European Union,SP.URB.TOTL.IN.ZS,74.7659603902094
FCS,Fragile and conflict affected situations,SP.URB.TOTL.IN.ZS,45.5264138281594
HPC,Heavily indebted poor countries (HIPC),SP.URB.TOTL.IN.ZS,36.9472479538651
,High income,SP.URB.TOTL.IN.ZS,79.9046308853316
IBD,IBRD only,SP.URB.TOTL.IN.ZS,57.7552337954716
IBT,IDA & IBRD total,SP.URB.TOTL.IN.ZS,52.8148643869515
IDB,IDA blend,SP.URB.TOTL.IN.ZS,47.6330129185198
IDX,IDA only,SP.URB.TOTL.IN.ZS,35.5511339217003
IDA,IDA total,SP.URB.TOTL.IN.ZS,39.7708012570462
LTE,Late-demographic dividend,SP.URB.TOTL.IN.ZS,66.5775786046606
LCN,Latin America & Caribbean,SP.URB.TOTL.IN.ZS,80.8277327769
LAC,Latin America & Caribbean (excluding high income),SP.URB.TOTL.IN.ZS,80.294444140205
TLA,Latin America & the Caribbean (IDA & IBRD countries),SP.URB.TOTL.IN.ZS,80.8195255101746
LDC,Least developed countries: UN classification,SP.URB.TOTL.IN.ZS,35.2589263540141
LMY,Low & middle income,SP.URB.TOTL.IN.ZS,52.6396704057543
,Low income,SP.URB.TOTL.IN.ZS,36.4160805989563
,Lower middle income,SP.URB.TOTL.IN.ZS,40.7971368007104
MEA,"Middle East, North Africa, Afghanistan & Pakistan",SP.URB.TOTL.IN.ZS,55.12536380356
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",SP.URB.TOTL.IN.ZS,52.1693289932022
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",SP.URB.TOTL.IN.ZS,51.925275557204
MIC,Middle income,SP.URB.TOTL.IN.ZS,54.2809961716245
NAC,North America,SP.URB.TOTL.IN.ZS,80.2778760108654
,Not classified,SP.URB.TOTL.IN.ZS,
OED,OECD members,SP.URB.TOTL.IN.ZS,80.9495516047505
OSS,Other small states,SP.URB.TOTL.IN.ZS,54.4367375147273
PSS,Pacific island small states,SP.URB.TOTL.IN.ZS,39.9427900823495
PST,Post-demographic dividend,SP.URB.TOTL.IN.ZS,80.93281887999
PRE,Pre-demographic dividend,SP.URB.TOTL.IN.ZS,44.4479498791233
SST,Small states,SP.URB.TOTL.IN.ZS,51.5222800598785
SAS,South Asia,SP.URB.TOTL.IN.ZS,34.8137520955194
TSA,South Asia (IDA & IBRD),SP.URB.TOTL.IN.ZS,34.8137520955194
SSF,Sub-Saharan Africa,SP.URB.TOTL.IN.ZS,43.1554770877868
SSA,Sub-Saharan Africa (excluding high income),SP.URB.TOTL.IN.ZS,45.4749158289618
TSS,Sub-Saharan Africa (IDA & IBRD countries),SP.URB.TOTL.IN.ZS,43.1554770877868
,Upper middle income,SP.URB.TOTL.IN.ZS,68.9205465422319
WLD,World,SP.URB.TOTL.IN.ZS,57.0703302851395
AFG,Afghanistan,SP.URB.TOTL.IN.ZS,25.3939250580909
ALB,Albania,SP.URB.TOTL.IN.ZS,57.8643477747383
DZA,Algeria,SP.URB.TOTL.IN.ZS,74.1795862354514
ASM,American Samoa,SP.URB.TOTL.IN.ZS,81.794797704649
AND,Andorra,SP.URB.TOTL.IN.ZS,88.7548766267286
AGO,Angola,SP.URB.TOTL.IN.ZS,69.0506188977513
ATG,Antigua and Barbuda,SP.URB.TOTL.IN.ZS,24.5114484000414
ARG,Argentina,SP.URB.TOTL.IN.ZS,92.112838186126
ARM,Armenia,SP.URB.TOTL.IN.ZS,65.5624462874485
ABW,Aruba,SP.URB.TOTL.IN.ZS,61.8811657924257
AUS,Australia,SP.URB.TOTL.IN.ZS,87.3343268253813
AUT,Austria,SP.URB.TOTL.IN.ZS,68.998085127906
AZE,Azerbaijan,SP.URB.TOTL.IN.ZS,58.4382815854684
BHS,"Bahamas, The",SP.URB.TOTL.IN.ZS,81.3200717047725
BHR,Bahrain,SP.URB.TOTL.IN.ZS,100.0
BGD,Bangladesh,SP.URB.TOTL.IN.ZS,31.673734726234
BRB,Barbados,SP.URB.TOTL.IN.ZS,59.3538514107686
BLR,Belarus,SP.URB.TOTL.IN.ZS,78.4732787892908
BEL,Belgium,SP.URB.TOTL.IN.ZS,87.489200269855
BLZ,Belize,SP.URB.TOTL.IN.ZS,42.1373251262137
BEN,Benin,SP.URB.TOTL.IN.ZS,50.9627000010887
BMU,Bermuda,SP.URB.TOTL.IN.ZS,100.0
BTN,Bhutan,SP.URB.TOTL.IN.ZS,40.9365143617581
BOL,Bolivia,SP.URB.TOTL.IN.ZS,70.6352598708131
BIH,Bosnia and Herzegovina,SP.URB.TOTL.IN.ZS,51.0215287060993
BWA,Botswana,SP.URB.TOTL.IN.ZS,66.5889787170477
BRA,Brazil,SP.URB.TOTL.IN.ZS,87.349556243881
VGB,British Virgin Islands,SP.URB.TOTL.IN.ZS,54.795911692548
BRN,Brunei Darussalam,SP.URB.TOTL.IN.ZS,74.7772642014221
BGR,Bulgaria,SP.URB.TOTL.IN.ZS,73.4799164005224
BFA,Burkina Faso,SP.URB.TOTL.IN.ZS,27.2791369742712
BDI,Burundi,SP.URB.TOTL.IN.ZS,22.3202446002597
CPV,Cabo Verde,SP.URB.TOTL.IN.ZS,75.033738060849
KHM,Cambodia,SP.URB.TOTL.IN.ZS,40.374616187368
CMR,Cameroon,SP.URB.TOTL.IN.ZS,54.8458745688318
CAN,Canada,SP.URB.TOTL.IN.ZS,82.3500897353968
CYM,Cayman Islands,SP.URB.TOTL.IN.ZS,100.0
CAF,Central African Republic,SP.URB.TOTL.IN.ZS,43.2751967457285
TCD,Chad,SP.URB.TOTL.IN.ZS,25.7635558629694
CHI,Channel Islands,SP.URB.TOTL.IN.ZS,32.7920439098264
CHL,Chile,SP.URB.TOTL.IN.ZS,88.6395352768685
CHN,China,SP.URB.TOTL.IN.ZS,65.2176361083984
COL,Colombia,SP.URB.TOTL.IN.ZS,78.0464633137335
COM,Comoros,SP.URB.TOTL.IN.ZS,32.7746035528748
COD,"Congo, Dem. Rep.",SP.URB.TOTL.IN.ZS,44.003287663813
COG,"Congo, Rep.",SP.URB.TOTL.IN.ZS,63.6422003342807
CRI,Costa Rica,SP.URB.TOTL.IN.ZS,78.4405687613972
CIV,Cote d'Ivoire,SP.URB.TOTL.IN.ZS,52.8492549676673
HRV,Croatia,SP.URB.TOTL.IN.ZS,56.9977571733605
CUB,Cuba,SP.URB.TOTL.IN.ZS,77.1056060791016
CUW,Curacao,SP.URB.TOTL.IN.ZS,91.4007684350799
CYP,Cyprus,SP.URB.TOTL.IN.ZS,66.6694829407584
CZE,Czechia,SP.URB.TOTL.IN.ZS,72.6967638379524
DNK,Denmark,SP.URB.TOTL.IN.ZS,88.3880239837703
DJI,Djibouti,SP.URB.TOTL.IN.ZS,72.6109938538856
DMA,Dominica,SP.URB.TOTL.IN.ZS,72.682648635692
DOM,Dominican Republic,SP.URB.TOTL.IN.ZS,72.4203155643711
ECU,Ecuador,SP.URB.TOTL.IN.ZS,63.0901835932266
EGY,"Egypt, Arab Rep.",SP.URB.TOTL.IN.ZS,42.6325129008032
SLV,El Salvador,SP.URB.TOTL.IN.ZS,74.1465021298679
GNQ,Equatorial Guinea,SP.URB.TOTL.IN.ZS,70.8910029445467
ERI,Eritrea,SP.URB.TOTL.IN.ZS,34.8469276428223
EST,Estonia,SP.URB.TOTL.IN.ZS,70.4892333736738
SWZ,Eswatini,SP.URB.TOTL.IN.ZS,25.396682918542
ETH,Ethiopia,SP.URB.TOTL.IN.ZS,22.7367687225342
FRO,Faroe Islands,SP.URB.TOTL.IN.ZS,38.9959824546757
FJI,Fiji,SP.URB.TOTL.IN.ZS,58.1352701465266
FIN,Finland,SP.URB.TOTL.IN.ZS,73.6967597835949
FRA,France,SP.URB.TOTL.IN.ZS,78.7591921123356
PYF,French Polynesia,SP.URB.TOTL.IN.ZS,61.6913806937112
GAB,Gabon,SP.URB.TOTL.IN.ZS,91.2243355459988
GMB,"Gambia, The",SP.URB.TOTL.IN.ZS,63.2869880996278
GEO,Georgia,SP.URB.TOTL.IN.ZS,60.0101622679115
DEU,Germany,SP.URB.TOTL.IN.ZS,81.7867852780995
GHA,Ghana,SP.URB.TOTL.IN.ZS,57.250609602871
GIB,Gibraltar,SP.URB.TOTL.IN.ZS,100.0
GRC,Greece,SP.URB.TOTL.IN.ZS,78.5502190980809
GRL,Greenland,SP.URB.TOTL.IN.ZS,87.8049405256832
GRD,Grenada,SP.URB.TOTL.IN.ZS,36.3688840183487
GUM,Guam,SP.URB.TOTL.IN.ZS,94.1068261842046
GTM,Guatemala,SP.URB.TOTL.IN.ZS,55.2581228215265
GIN,Guinea,SP.URB.TOTL.IN.ZS,37.2384967469106
GNB,Guinea-Bissau,SP.URB.TOTL.IN.ZS,45.1627159118652
GUY,Guyana,SP.URB.TOTL.IN.ZS,26.4536735068183
HTI,Haiti,SP.URB.TOTL.IN.ZS,53.8524949966907
HND,Honduras,SP.URB.TOTL.IN.ZS,57.8364689017254
HKG,"Hong Kong SAR, China",SP.URB.TOTL.IN.ZS,100.0
HUN,Hungary,SP.URB.TOTL.IN.ZS,70.1585064243445
ISL,Iceland,SP.URB.TOTL.IN.ZS,94.1787071228028
IND,India,SP.URB.TOTL.IN.ZS,34.7555673994206
IDN,Indonesia,SP.URB.TOTL.IN.ZS,57.4934704226599
IRN,"Iran, Islamic Rep.",SP.URB.TOTL.IN.ZS,76.3342208862305
IRQ,Iraq,SP.URB.TOTL.IN.ZS,69.8682861328125
IRL,Ireland,SP.URB.TOTL.IN.ZS,63.8920250215059
IMN,Isle of Man,SP.URB.TOTL.IN.ZS,52.1955609162662
ISR,Israel,SP.URB.TOTL.IN.ZS,91.4979834273327
ITA,Italy,SP.URB.TOTL.IN.ZS,69.4839779766539
JAM,Jamaica,SP.URB.TOTL.IN.ZS,57.9879906034775
JPN,Japan,SP.URB.TOTL.IN.ZS,91.9776532428406
JOR,Jordan,SP.URB.TOTL.IN.ZS,92.4048379066163
KAZ,Kazakhstan,SP.URB.TOTL.IN.ZS,61.444157327248
KEN,Kenya,SP.URB.TOTL.IN.ZS,31.4307820066946
KIR,Kiribati,SP.URB.TOTL.IN.ZS,60.5739126559419
PRK,"Korea, Dem. People's Rep.",SP.URB.TOTL.IN.ZS,63.2274365906829
KOR,"Korea, Rep.",SP.URB.TOTL.IN.ZS,81.1624941626873
XKX,Kosovo,SP.URB.TOTL.IN.ZS,47.8001996538455
KWT,Kuwait,SP.URB.TOTL.IN.ZS,100.0
KGZ,Kyrgyz Republic,SP.URB.TOTL.IN.ZS,34.7003053497743
LAO,Lao PDR,SP.URB.TOTL.IN.ZS,38.0682382805397
LVA,Latvia,SP.URB.TOTL.IN.ZS,68.2570218109034
LBN,Lebanon,SP.URB.TOTL.IN.ZS,90.206313713022
LSO,Lesotho,SP.URB.TOTL.IN.ZS,41.6703965165322
LBR,Liberia,SP.URB.TOTL.IN.ZS,54.4591057083
LBY,Libya,SP.URB.TOTL.IN.ZS,87.8486088593786
LIE,Liechtenstein,SP.URB.TOTL.IN.ZS,14.6923070071538
LTU,Lithuania,SP.URB.TOTL.IN.ZS,68.2866452426813
LUX,Luxembourg,SP.URB.TOTL.IN.ZS,94.7605400940185
MAC,"Macao SAR, China",SP.URB.TOTL.IN.ZS,100.0
MDG,Madagascar,SP.URB.TOTL.IN.ZS,31.5397813465886
MWI,Malawi,SP.URB.TOTL.IN.ZS,16.7146031979436
MYS,Malaysia,SP.URB.TOTL.IN.ZS,75.9741357073003
MDV,Maldives,SP.URB.TOTL.IN.ZS,41.0641769690663
MLI,Mali,SP.URB.TOTL.IN.ZS,30.4015705681899
MLT,Malta,SP.URB.TOTL.IN.ZS,95.6003155132879
MHL,Marshall Islands,SP.URB.TOTL.IN.ZS,77.9855966195187
MRT,Mauritania,SP.URB.TOTL.IN.ZS,58.8120996197226
MUS,Mauritius,SP.URB.TOTL.IN.ZS,39.0000125885784
MEX,Mexico,SP.URB.TOTL.IN.ZS,79.199683215791
FSM,"Micronesia, Fed. Sts.",SP.URB.TOTL.IN.ZS,22.4122701819053
MDA,Moldova,SP.URB.TOTL.IN.ZS,42.4048843383789
MCO,Monaco,SP.URB.TOTL.IN.ZS,100.0
MNG,Mongolia,SP.URB.TOTL.IN.ZS,69.783805847168
MNE,Montenegro,SP.URB.TOTL.IN.ZS,65.4012965440866
MAR,Morocco,SP.URB.TOTL.IN.ZS,62.5118468550703
MOZ,Mozambique,SP.URB.TOTL.IN.ZS,35.0536638047945
MMR,Myanmar,SP.URB.TOTL.IN.ZS,30.311095757938
NAM,Namibia,SP.URB.TOTL.IN.ZS,49.5291037671807
NRU,Nauru,SP.URB.TOTL.IN.ZS,100.0
NPL,Nepal,SP.URB.TOTL.IN.ZS,66.2992968721053
NLD,Netherlands,SP.URB.TOTL.IN.ZS,94.9856177734136
NCL,New Caledonia,SP.URB.TOTL.IN.ZS,67.5720305021282
NZL,New Zealand,SP.URB.TOTL.IN.ZS,83.8547305017812
NIC,Nicaragua,SP.URB.TOTL.IN.ZS,58.9954376220703
NER,Niger,SP.URB.TOTL.IN.ZS,17.477207007512
NGA,Nigeria,SP.URB.TOTL.IN.ZS,61.3727650622225
MKD,North Macedonia,SP.URB.TOTL.IN.ZS,61.9530566607267
MNP,Northern Mariana Islands,SP.URB.TOTL.IN.ZS,91.8785788645608
NOR,Norway,SP.URB.TOTL.IN.ZS,82.9563661816034
OMN,Oman,SP.URB.TOTL.IN.ZS,80.0117053152301
PAK,Pakistan,SP.URB.TOTL.IN.ZS,38.3740439760816
PLW,Palau,SP.URB.TOTL.IN.ZS,79.1134831712956
PAN,Panama,SP.URB.TOTL.IN.ZS,65.8211343914956
PNG,Papua New Guinea,SP.URB.TOTL.IN.ZS,14.7358658260841
PRY,Paraguay,SP.URB.TOTL.IN.ZS,68.6396537819458
PER,Peru,SP.URB.TOTL.IN.ZS,84.3663554951194
PHL,Philippines,SP.URB.TOTL.IN.ZS,54.7902343568327
POL,Poland,SP.URB.TOTL.IN.ZS,59.8315488048321
PRT,Portugal,SP.URB.TOTL.IN.ZS,61.1259255772782
PRI,Puerto Rico (US),SP.URB.TOTL.IN.ZS,94.1110923054937
QAT,Qatar,SP.URB.TOTL.IN.ZS,99.243997525719
ROU,Romania,SP.URB.TOTL.IN.ZS,52.1634832477272
RUS,Russian Federation,SP.URB.TOTL.IN.ZS,74.8544893625017
RWA,Rwanda,SP.URB.TOTL.IN.ZS,27.7806702737761
WSM,Samoa,SP.URB.TOTL.IN.ZS,17.5007949951039
SMR,San Marino,SP.URB.TOTL.IN.ZS,97.1141889380465
STP,Sao Tome and Principe,SP.URB.TOTL.IN.ZS,68.3720919798341
SAU,Saudi Arabia,SP.URB.TOTL.IN.ZS,84.1349430023993
SEN,Senegal,SP.URB.TOTL.IN.ZS,53.4435061024348
SRB,Serbia,SP.URB.TOTL.IN.ZS,61.9013813540396
SYC,Seychelles,SP.URB.TOTL.IN.ZS,44.9108209981157
SLE,Sierra Leone,SP.URB.TOTL.IN.ZS,44.2666343543487
SGP,Singapore,SP.URB.TOTL.IN.ZS,100.0
SXM,Sint Maarten (Dutch part),SP.URB.TOTL.IN.ZS,100.0
SVK,Slovak Republic,SP.URB.TOTL.IN.ZS,53.1902831072528
SVN,Slovenia,SP.URB.TOTL.IN.ZS,55.3377817873563
SLB,Solomon Islands,SP.URB.TOTL.IN.ZS,29.3511689856806
SOM,"Somalia, Fed. Rep.",SP.URB.TOTL.IN.ZS,53.5010115886789
ZAF,South Africa,SP.URB.TOTL.IN.ZS,63.4766699210327
SSD,South Sudan,SP.URB.TOTL.IN.ZS,20.7752121046616
ESP,Spain,SP.URB.TOTL.IN.ZS,79.9548794567814
LKA,Sri Lanka,SP.URB.TOTL.IN.ZS,19.9877933196367
KNA,St. Kitts and Nevis,SP.URB.TOTL.IN.ZS,31.6156404983167
LCA,St. Lucia,SP.URB.TOTL.IN.ZS,29.097678526676
MAF,St. Martin (French part),SP.URB.TOTL.IN.ZS,100.0
VCT,St. Vincent and the Grenadines,SP.URB.TOTL.IN.ZS,47.585897833353
SDN,Sudan,SP.URB.TOTL.IN.ZS,34.7209852053086
SUR,Suriname,SP.URB.TOTL.IN.ZS,65.8985443115234
SWE,Sweden,SP.URB.TOTL.IN.ZS,88.4038576504809
CHE,Switzerland,SP.URB.TOTL.IN.ZS,84.9206266284521
SYR,Syrian Arab Republic,SP.URB.TOTL.IN.ZS,72.6124992370605
TJK,Tajikistan,SP.URB.TOTL.IN.ZS,26.1957126615618
TZA,Tanzania,SP.URB.TOTL.IN.ZS,34.8234736377147
THA,Thailand,SP.URB.TOTL.IN.ZS,59.742374420166
TLS,Timor-Leste,SP.URB.TOTL.IN.ZS,28.5857292288968
TGO,Togo,SP.URB.TOTL.IN.ZS,42.7332327975627
TON,Tonga,SP.URB.TOTL.IN.ZS,21.147219451842
TTO,Trinidad and Tobago,SP.URB.TOTL.IN.ZS,53.9474037904998
TUN,Tunisia,SP.URB.TOTL.IN.ZS,69.707138648303
TUR,Turkiye,SP.URB.TOTL.IN.ZS,89.0381164550781
TKM,Turkmenistan,SP.URB.TOTL.IN.ZS,47.0592103414926
TCA,Turks and Caicos Islands,SP.URB.TOTL.IN.ZS,93.6922471653237
TUV,Tuvalu,SP.URB.TOTL.IN.ZS,63.3065768081154
UGA,Uganda,SP.URB.TOTL.IN.ZS,29.9251969709665
UKR,Ukraine,SP.URB.TOTL.IN.ZS,69.42345912103
ARE,United Arab Emirates,SP.URB.TOTL.IN.ZS,85.5147347682487
GBR,United Kingdom,SP.URB.TOTL.IN.ZS,83.0753982997505
USA,United States,SP.URB.TOTL.IN.ZS,80.0324978239707
URY,Uruguay,SP.URB.TOTL.IN.ZS,95.4977416992188
UZB,Uzbekistan,SP.URB.TOTL.IN.ZS,50.9847412109375
VUT,Vanuatu,SP.URB.TOTL.IN.ZS,22.2541249733107
VEN,"Venezuela, RB",SP.URB.TOTL.IN.ZS,89.2132204732836
VNM,Viet Nam,SP.URB.TOTL.IN.ZS,37.5478515625
VIR,Virgin Islands (U.S.),SP.URB.TOTL.IN.ZS,95.2171514724412
PSE,West Bank and Gaza,SP.URB.TOTL.IN.ZS,86.5961423216016
YEM,"Yemen, Rep.",SP.URB.TOTL.IN.ZS,36.3226310308295
ZMB,Zambia,SP.URB.TOTL.IN.ZS,44.5988511178469
ZWE,Zimbabwe,SP.URB.TOTL.IN.ZS,38.7055207169041
